user_id,cibil_score,account_tier
USR-801,490,Regular
USR-802,487,Gold
USR-803,731,Gold
USR-804,376,Platinum
USR-805,561,Gold
USR-806,698,Platinum
USR-807,759,Platinum
USR-808,746,Silver
USR-809,339,Platinum
USR-810,369,Regular
USR-811,358,Gold
USR-812,406,Gold
USR-813,702,Silver
USR-814,794,Silver
USR-815,606,Regular
USR-816,644,Gold
USR-817,725,Silver
USR-818,352,Silver
USR-819,550,Regular
USR-820,851,Platinum
USR-821,312,Silver
USR-822,821,Gold
USR-823,489,Regular
USR-824,624,Platinum
USR-825,313,Platinum
USR-826,747,Platinum
USR-827,485,Gold
USR-828,707,Gold
USR-829,829,Silver
USR-830,853,Platinum
USR-831,549,Gold
USR-832,387,Silver
USR-833,640,Platinum
USR-834,801,Platinum
USR-835,752,Regular
USR-836,560,Platinum
USR-837,384,Platinum
USR-838,642,Regular
USR-839,883,Regular
USR-840,566,Silver
USR-841,397,Silver
USR-842,543,Regular
USR-843,507,Silver
USR-844,442,Silver
USR-845,548,Regular
USR-846,536,Platinum
USR-847,887,Silver
USR-848,797,Platinum
USR-849,873,Gold
USR-850,663,Platinum
USR-851,413,Gold
USR-852,364,Gold
USR-853,523,Regular
USR-854,403,Regular
USR-855,823,Gold
USR-856,583,Regular
USR-857,836,Regular
USR-858,534,Gold
USR-859,726,Gold
USR-860,468,Regular
USR-861,539,Silver
USR-862,613,Platinum
USR-863,613,Regular
USR-864,593,Platinum
USR-865,431,Platinum
USR-866,443,Silver
USR-867,869,Regular
USR-868,483,Silver
USR-869,686,Regular
USR-870,584,Gold
USR-871,814,Silver
USR-872,759,Gold
USR-873,437,Platinum
USR-874,458,Regular
USR-875,745,Gold
USR-876,466,Silver
USR-877,561,Gold
USR-878,500,Silver
USR-879,860,Silver
USR-880,706,Gold
USR-881,721,Regular
USR-882,525,Silver
USR-883,779,Gold
USR-884,650,Gold
USR-885,863,Silver
USR-886,317,Silver
USR-887,624,Silver
USR-888,845,Platinum
USR-889,892,Regular
USR-890,412,Gold
USR-891,657,Silver
USR-892,377,Platinum
USR-893,492,Regular
USR-894,560,Gold
USR-895,865,Regular
USR-896,727,Platinum
USR-897,358,Platinum
USR-898,447,Silver
USR-899,820,Gold
USR-900,815,Platinum
USR-901,705,Platinum
USR-902,737,Gold
USR-903,440,Regular
USR-904,511,Regular
USR-905,514,Silver
USR-906,665,Platinum
USR-907,554,Regular
USR-908,335,Silver
USR-909,836,Platinum
USR-910,366,Silver
USR-911,611,Platinum
USR-912,562,Gold
USR-913,775,Regular
USR-914,764,Platinum
USR-915,540,Silver
USR-916,387,Platinum
USR-917,544,Gold
USR-918,507,Platinum
USR-919,313,Silver
USR-920,666,Regular
USR-921,418,Platinum
USR-922,834,Gold
USR-923,791,Silver
USR-924,624,Regular
USR-925,437,Gold
USR-926,822,Gold
USR-927,852,Regular
USR-928,803,Silver
USR-929,358,Regular
USR-930,787,Silver
USR-931,664,Regular
USR-932,433,Platinum
USR-933,796,Regular
USR-934,450,Regular
USR-935,705,Silver
USR-936,603,Platinum
USR-937,815,Silver
USR-938,459,Platinum
USR-939,609,Platinum
USR-940,848,Regular
USR-941,834,Gold
USR-942,502,Silver
USR-943,838,Platinum
USR-944,869,Regular
USR-945,798,Silver
USR-946,815,Silver
USR-947,453,Platinum
USR-948,410,Gold
USR-949,702,Gold
USR-950,412,Platinum
USR-951,484,Silver
USR-952,429,Platinum
USR-953,511,Silver
USR-954,773,Platinum
USR-955,544,Gold
USR-956,900,Regular
USR-957,306,Gold
USR-958,639,Gold
USR-959,869,Gold
USR-960,658,Platinum
USR-961,312,Silver
USR-962,797,Regular
USR-963,457,Gold
USR-964,694,Gold
USR-965,525,Regular
USR-966,873,Silver
USR-967,858,Regular
USR-968,757,Regular
USR-969,413,Regular
USR-970,467,Gold
USR-971,831,Regular
USR-972,692,Silver
USR-973,376,Silver
USR-974,407,Regular
USR-975,877,Regular
USR-976,485,Regular
USR-977,693,Regular
USR-978,763,Platinum
USR-979,563,Platinum
USR-980,502,Platinum
USR-981,788,Platinum
USR-982,591,Regular
USR-983,760,Platinum
USR-984,685,Platinum
USR-985,465,Silver
USR-986,599,Regular
USR-987,704,Gold
USR-988,304,Gold
USR-989,654,Gold
USR-990,538,Silver
USR-991,559,Platinum
USR-992,738,Regular
USR-993,337,Silver
USR-994,526,Regular
USR-995,782,Gold
USR-996,317,Silver
USR-997,305,Silver
USR-998,396,Platinum
USR-999,364,Regular
USR-1000,428,Platinum
USR-1001,805,Gold
USR-1002,472,Platinum
USR-1003,364,Gold
USR-1004,436,Platinum
USR-1005,708,Gold
USR-1006,731,Regular
USR-1007,874,Silver
USR-1008,791,Platinum
USR-1009,381,Silver
USR-1010,558,Platinum
USR-1011,815,Regular
USR-1012,583,Platinum
USR-1013,834,Gold
USR-1014,868,Platinum
USR-1015,339,Platinum
USR-1016,636,Silver
USR-1017,355,Gold
USR-1018,752,Gold
USR-1019,632,Platinum
USR-1020,419,Gold
USR-1021,634,Silver
USR-1022,648,Silver
USR-1023,319,Silver
USR-1024,558,Platinum
USR-1025,438,Regular
USR-1026,831,Silver
USR-1027,384,Gold
USR-1028,533,Silver
USR-1029,844,Platinum
USR-1030,570,Silver
USR-1031,753,Gold
USR-1032,842,Gold
USR-1033,741,Regular
USR-1034,594,Gold
USR-1035,600,Silver
USR-1036,578,Regular
USR-1037,773,Silver
USR-1038,674,Platinum
USR-1039,838,Platinum
USR-1040,693,Regular
USR-1041,750,Silver
USR-1042,750,Silver
USR-1043,421,Regular
USR-1044,761,Platinum
USR-1045,660,Regular
USR-1046,661,Platinum
USR-1047,761,Platinum
USR-1048,890,Regular
USR-1049,791,Silver
USR-1050,756,Platinum
USR-1051,437,Gold
USR-1052,703,Gold
USR-1053,643,Silver
USR-1054,650,Gold
USR-1055,309,Silver
USR-1056,360,Silver
USR-1057,670,Gold
USR-1058,557,Silver
USR-1059,714,Silver
USR-1060,409,Silver
USR-1061,468,Regular
USR-1062,445,Silver
USR-1063,568,Gold
USR-1064,306,Regular
USR-1065,363,Silver
USR-1066,453,Silver
USR-1067,533,Regular
USR-1068,411,Platinum
USR-1069,554,Gold
USR-1070,895,Silver
USR-1071,646,Silver
USR-1072,361,Gold
USR-1073,730,Silver
USR-1074,518,Platinum
USR-1075,306,Gold
USR-1076,857,Regular
USR-1077,854,Regular
USR-1078,692,Platinum
USR-1079,493,Regular
USR-1080,526,Gold
USR-1081,321,Platinum
USR-1082,767,Gold
USR-1083,644,Regular
USR-1084,807,Regular
USR-1085,479,Regular
USR-1086,585,Silver
USR-1087,804,Regular
USR-1088,652,Silver
USR-1089,412,Gold
USR-1090,324,Regular
USR-1091,582,Regular
USR-1092,820,Regular
USR-1093,332,Regular
USR-1094,344,Platinum
USR-1095,478,Silver
USR-1096,330,Gold
USR-1097,419,Silver
USR-1098,714,Regular
USR-1099,754,Regular
USR-1100,546,Regular
USR-1101,825,Gold
USR-1102,637,Silver
USR-1103,651,Platinum
USR-1104,789,Platinum
USR-1105,515,Silver
USR-1106,689,Silver
USR-1107,475,Silver
USR-1108,663,Platinum
USR-1109,420,Regular
USR-1110,815,Platinum
USR-1111,440,Silver
USR-1112,398,Platinum
USR-1113,598,Platinum
USR-1114,868,Gold
USR-1115,631,Regular
USR-1116,737,Platinum
USR-1117,871,Platinum
USR-1118,558,Gold
USR-1119,556,Silver
USR-1120,380,Regular
USR-1121,508,Silver
USR-1122,857,Platinum
USR-1123,518,Regular
USR-1124,766,Silver
USR-1125,849,Silver
USR-1126,800,Gold
USR-1127,411,Regular
USR-1128,603,Platinum
USR-1129,754,Gold
USR-1130,351,Gold
USR-1131,793,Gold
USR-1132,776,Silver
USR-1133,457,Silver
USR-1134,818,Regular
USR-1135,346,Platinum
USR-1136,513,Silver
USR-1137,895,Regular
USR-1138,590,Regular
USR-1139,381,Silver
USR-1140,706,Regular
USR-1141,573,Platinum
USR-1142,480,Platinum
USR-1143,836,Silver
USR-1144,594,Platinum
USR-1145,798,Silver
USR-1146,596,Silver
USR-1147,640,Platinum
USR-1148,321,Platinum
USR-1149,316,Regular
USR-1150,706,Gold
USR-1151,525,Regular
USR-1152,302,Platinum
USR-1153,734,Platinum
USR-1154,602,Silver
USR-1155,658,Silver
USR-1156,670,Gold
USR-1157,872,Gold
USR-1158,425,Silver
USR-1159,878,Silver
USR-1160,560,Regular
USR-1161,304,Platinum
USR-1162,533,Platinum
USR-1163,503,Silver
USR-1164,482,Platinum
USR-1165,382,Gold
USR-1166,522,Regular
USR-1167,332,Regular
USR-1168,315,Gold
USR-1169,578,Gold
USR-1170,716,Gold
USR-1171,482,Silver
USR-1172,716,Gold
USR-1173,851,Gold
USR-1174,530,Platinum
USR-1175,593,Regular
USR-1176,641,Gold
USR-1177,703,Regular
USR-1178,578,Regular
USR-1179,892,Platinum
USR-1180,789,Regular
USR-1181,638,Regular
USR-1182,560,Regular
USR-1183,577,Regular
USR-1184,388,Regular
USR-1185,577,Silver
USR-1186,676,Silver
USR-1187,637,Platinum
USR-1188,346,Regular
USR-1189,346,Regular
USR-1190,826,Gold
USR-1191,889,Gold
USR-1192,476,Platinum
USR-1193,462,Gold
USR-1194,843,Gold
USR-1195,882,Silver
USR-1196,395,Regular
USR-1197,378,Silver
USR-1198,881,Silver
USR-1199,505,Regular
USR-1200,345,Gold
USR-1201,805,Regular
USR-1202,304,Regular
USR-1203,567,Regular
USR-1204,782,Silver
USR-1205,303,Platinum
USR-1206,368,Silver
USR-1207,378,Gold
USR-1208,597,Regular
USR-1209,764,Gold
USR-1210,899,Silver
USR-1211,874,Platinum
USR-1212,321,Platinum
USR-1213,482,Silver
USR-1214,688,Gold
USR-1215,355,Gold
USR-1216,537,Regular
USR-1217,344,Regular
USR-1218,553,Silver
USR-1219,617,Gold
USR-1220,831,Silver
USR-1221,681,Silver
USR-1222,763,Silver
